name,style,brewery,beer name (full),description,abv,min ibu,max ibu,astringency,body,alcohol,bitter,sweet,sour,salty,fruits,hoppy,spices,malty,review_aroma,review_appearance,review_palate,review_taste,review_overall,number_of_reviews
chicory stout,stout - american,dogfish head brewery,dogfish head brewery chicory stout,"notes:chicory was one of the first beers we started brewing at our pub back when it opened in 1995. it's a dark beer made with a bunch of roasted chicory, organic mexican coffee, st. john's wort and licorice root. we use whole-leaf cascade and fuggle hops, as well as pale, roasted and oatmeal grains.21 ibu\t",5.2,35,60,13,73,14,84,50,10,0,11,37,21,104,3.828629,3.849597,3.582661,3.74879,3.751613,1240
mean old tom,stout - american,maine beer company,maine beer company mean old tom,notes:our american-style stout aged on organic vanilla beans. intense notes of coffee and dark chocolate lead way to subtle notes of natural vanilla. flaked oats generate a silky mouthfeel.\t,6.5,35,60,9,91,10,49,55,6,0,6,24,39,85,4.033333,3.966667,3.65,3.833333,3.888889,90
tres blueberry stout,stout - american,dark horse brewing company,dark horse brewing company dark horse tres blueberry stout,"notes:a full bodied stout made with all malted barley and blueberry. flavors of chocolate, roast malt and light blueberry make up the palate with lots of fruity blueberry aroma.\t",7.5,35,60,9,69,5,47,138,11,0,90,25,11,92,4.125536,4.083691,3.910944,4.026824,3.963519,466
aphrodisiaque,stout - american,brasserie dieu du ciel,brasserie dieu du ciel aphrodisiaque,"notes:also known as aphrodite.black ale with aromas and flavours of vanilla, dark chocolate, bourbon and roasted malt. the vanilla and cocoa marry nicely, without out-competing each other, to produce a surprisingly well balanced beer. this beer is mildly hoppy, but the cocoa introduces a touch of bitterness. its colour may be intimidating, but it is a very smooth beer within reach of most beer drinkers. this highly appreciated dessert beer is brewed with organic fair-trade cocoa and first rate vanilla beans.\t",6.5,35,60,7,112,20,62,63,7,2,13,32,49,108,4.293182,4.142045,3.997727,4.222727,4.173864,440
out of bounds stout,stout - american,avery brewing company,avery brewing company out of bounds stout,notes:,6.3,35,60,10,77,10,91,50,7,0,9,65,11,111,3.814024,3.989837,3.70122,3.785569,3.79878,492
black mocha stout,stout - american,highland brewing,highland brewing highland black mocha stout,"notes:highland’s most robust beer, having a very malty body with a large, roasted chocolate flavor, all achieved solely through the use of special roasted barley grains. it is black in color with a very clean finish and moderate hop flavor. while the porter style was developing, some brewers produced a stout porter and over time generated a new style known simply as stout. these beers traditionally contain a distinct roasted malt flavor and can run the gamut from a dry stout, such as guinness to a sweet stout such as watney’s cream stout. our black mocha falls in the sweet stout range and derives its chocolate and coffee tones from the use of appropriate roasted malt grains and is very often used as an after dinner libation or an accompaniment to dessert.\t",5,35,60,18,79,5,66,59,2,0,2,18,5,139,3.862259,3.947658,3.779614,3.969697,4.009642,363
fuel cafe (coffee flavored stout),stout - american,"lakefront brewery, inc.","lakefront brewery, inc. fuel cafe (coffee flavored stout)","notes:this unique stout combines the flavor of roasted malts and milwaukee's renowned fuel cafe coffee. pours a deep, dark color with a beautiful creamy tan head. coffee aromas dominate the nose, with a background of roasted grain. the fine balance of mild hops, the gentle acidity of choice coffee and the full mouth feel from roasted malt barley make this an unforgettable brew.\t",6.4,35,60,23,91,11,98,33,7,0,1,19,10,147,3.395775,3.688732,3.194366,3.208451,3.311268,355
coffee stout,stout - american,new glarus brewing company,new glarus brewing company coffee stout,notes:,5.75,35,60,15,83,11,95,47,14,0,10,23,7,139,3.828267,3.914894,3.68541,3.881459,3.949848,329
brewhouse coffee stout,stout - american,central waters brewing company,central waters brewing company brewhouse coffee stout,"notes:a coffee lover's delight! a wonderful stout infused with coffee that is specially roasted for us by emy j's in stevens point, wi.\t",7.4,35,60,14,111,14,121,72,6,0,10,32,13,192,4.312893,4.04717,4.083333,4.290881,4.227987,318
chocolate stout,stout - american,harpoon brewery,harpoon brewery harpoon chocolate stout,notes:harpoon chocolate stout is brewed with an abundance of chocolate malt and a touch of chocolate.40 ibu\t,5.9,35,60,14,158,8,49,126,1,0,3,21,6,154,3.874396,3.751208,3.34058,3.536232,3.497585,207
cocoa loco,stout - american,arcadia brewing company,arcadia brewing company arcadia cocoa loco,"notes:this triple chocolate stout is a unique interpretation of the style, combining three different chocolate malts, cacao nibs and 63 percent semi-sweet chocolate, creating a sinfully delicious brew. the addition of blackstrap molasses produces an earthy, caramelized tone in an already complex flavor profile. it's creamy, milkshake-like mouthfeel earns this beer the reputation of being dessert in glass.\t",7,35,60,5,154,27,71,111,23,0,33,26,14,169,3.625506,3.836032,3.524291,3.546559,3.491903,247
bison organic chocolate stout,stout - american,bison brewing,bison brewing bison organic chocolate stout,notes:,5,35,60,9,91,12,53,60,9,0,10,18,4,105,3.709163,3.758964,3.364542,3.503984,3.515936,251
rise up coffee stout,stout - american,evolution craft brewing company,evolution craft brewing company rise up stout,"notes:a caribbean style stout, infused with coffee. ours is rich and dark with a toasted brown head, well balanced, roasty and full flavored. cold steeping ...read morewith organic coffee from local shop rise up coffee imparts a generous but balanced coffee nose and flavor\t",6.7,35,60,13,72,9,114,32,4,0,1,28,8,146,4.421053,4.184211,4.131579,4.421053,4.394737,19
captain stout,stout - american,alpine beer company,alpine beer company captain stout,"notes:the captain is leader of a fire crew. this beer takes charge of your taste buds with its rich flavor. roasty malt character that has hints of chocolate and coffee which balances the smooth, velvety finish. the thick, creamy head lasts and lasts, leaving lace in your glass as your beer disappears. this beer pairs well with food. great with dinner or as breakfast or even with a rich vanilla-bean ice cream. 1.060 og 31 ibu\t",6,35,60,20,79,6,62,59,9,0,9,31,9,114,3.784314,3.926471,3.671569,3.833333,3.877451,102
luna coffee stout,stout - american,hinterland brewery restaurant,hinterland brewery restaurant luna coffee stout,notes:,5.6,35,60,5,65,4,84,17,3,0,0,20,2,93,3.935484,4.209677,3.709677,3.806452,3.903226,62
blue bridge coffee stout,stout - american,coronado brewing company,coronado brewing company blue bridge coffee stout,notes:,5.4,35,60,14,71,7,91,28,6,0,5,15,3,126,4,4,4.25,4,4,2
valdez,stout - american,pisgah brewing co.,pisgah brewing co. pisgah valdez,"notes:this robust coffee stout is a mouthful of flavor! a dark, roasty grain bill stands as the backdrop for a galaxy of coffee aroma and flavor, made possible by local organic bean roasters dynamite roastery. a pisgah fan favorite, valdez is brewed bi-annually and never lasts as long as the flavor.\t",6.2,35,60,18,86,12,130,57,11,1,3,27,10,173,4.272222,4.2,3.944444,4.236111,4.180556,180
ceo stout,stout - american,right brain brewery,right brain brewery ceo stout,notes:,5.5,35,60,6,78,5,75,44,6,0,3,7,7,128,4.2,4.1,3.5,3.9,4.05,10
irish channel stoutnew orleans lager & ale brewing company (nola),stout - american,new orleans lager & ale brewing company (nola),new orleans lager & ale brewing company (nola) irish channel stout,"notes:this is an american style stout that has sweet malt flavors of caramel and chocolate, complimented by a crisp bitterness produced by roasted barley and american hops. the complex malt bill of pale and roasted malts result in this well balanced stout that is smooth, rich, dark and delicious! and watch out – abv 6.8%!\t",6.8,35,60,12,76,14,64,51,1,0,2,40,5,122,3.87037,4.259259,4.240741,4.148148,4.203704,27
"survival ""7-grain"" stout",stout - american,hopworks urban brewery,"hopworks urban brewery survival ""7-grain"" stout","notes:the seven grains: barley (egyptian), wheat (mesopotamian), oats (egyptian), amaranth (aztec), quinoa (incan), spelt (mesopotamian), and kamut (egyptian).finished with 15 pounds of cold-pressed stumptown 'hairbender' espresso.2011 - finished with 15 pounds of cold-pressed stumptown organic holler mountain coffee.2012 - finished with 20 pounds of cold-pressed stumptown organic holler mountain coffee.35 ibu\t",5.3,35,60,21,71,8,88,32,12,0,7,18,19,175,4.087912,3.983516,3.862637,4,4.10989,91
creme brulee java stout,stout - american,kuhnhenn brewing company,kuhnhenn brewing company kuhnhenn creme brulee java stout,notes:,5.8,35,60,5,99,13,105,78,9,2,2,22,35,134,4.3,3.96,3.705,3.885,3.735,100
black phoenix (chipotle coffee ale),stout - american,bootlegger's brewery,bootlegger's brewery black phoenix (chipotle coffee ale),notes:stout brewed with coffee and chipotle peppers.\t,6.7,35,60,8,80,31,83,58,5,0,5,16,116,127,3.761905,3.702381,3.583333,3.809524,3.738095,84
java the stout,stout - american,jackie o's pub & brewery,jackie o's pub & brewery java the stout,notes:,6.5,35,60,13,95,6,110,53,13,0,1,28,14,174,4.333333,4.055556,4.25,4.361111,4.361111,18
hickory stick stout,stout - american,olde hickory brewery,olde hickory brewery hickory stick stout,notes:,5.8,35,60,11,77,12,82,46,14,1,13,45,10,97,3.769231,3.953846,3.646154,3.769231,3.792308,65
planet bean,stout - american,spring house brewing company,spring house brewing company planet bean coffee stout,"notes:planet bean coffee stout is smooth, dark, full-bodied, and satisfyingly rich. coffee beans expertly roasted at cumberland county coffee company give this stout its powerful aroma and pronounced fresh-brewed coffee flavor. your only problem with this tempting brew will be resisting the urge to pour it in your coffee mug before work!\t",7,35,60,24,105,9,133,46,9,0,8,16,5,173,4.420792,4.118812,3.742574,4.123762,4.09901,101
naked fish,stout - american,duclaw brewing company,duclaw brewing company naked fish,"notes:first brewed in 2002, naked fish, like most traditional stouts, is medium-bodied and nearly black in color with a light tan head. but where naked fish turns the stout style upside down is in its flavor profile. gourmet chocolate raspberry coffee is added to the grain bill to produce a taste experience you’ll never forget. naked fish hooks you with flavors and aromas of roast coffee, raspberry and dark chocolate, before releasing you to a dry, chocolatey finish. these enticing flavors, combined with a moderate 4.6% abv, are guaranteed to make you get naked. fish. or whatever.\t",4.6,35,60,13,89,10,53,139,21,0,74,12,4,114,3.837838,3.716216,3.472973,3.797297,3.810811,37
heart of darkness,stout - english,magic hat brewing company,magic hat brewing company heart of darkness,"notes:our inky-black stout had a smooth, round palate with a dreamlike undercurrent of bittersweet chocolate. this dense liquid-silk summoned hope from hibernation and balanced winter's endless white snows with a rich swirl of creamy black rapture.30 ibu\t",5.7,20,40,15,101,6,52,72,13,1,18,40,2,99,4.022901,4.072519,3.80916,4.041985,4.022901,131
